_rank,value_rating,model,price,signature,comments,tone_grade,technical_grade,driver_type,status,ranksort,tonesort,techsort,pricesort
C,,Empire Ears Wraith,3500,Dark neutral,A Zeus with almost nonexistent treble and clarity.,C,B-,4EST 7BA,Zeppelin & Co demo unit,184,111,73,3500
C,,Acoustune HS1004,Discont.,Bright V-shape,Probably the most unique-sounding Acoustune in the safest way; slightly warmer with more focused treble.,C,B-,DD,Third party unit,184,111,73,99999
C,,Dita Project 71,Discont.,Warm,Too much of a downward tilt; clarity is lost and overall technicalities aren't up to par either.,C,B-,DD,Showfloor demo unit,184,111,73,99999
C,,Rhapsodio Galaxy,Discont.,V-shaped,Lively and engaging but avoiding fatigue still. Rare combo,C,B-,DD,Zeppelin & Co demo unit,184,111,73,99999
C,,Audeze LCD-i3 (No Cipher),900,Dark,"Low distortion, high resolution and excellent clarity marred by poor tuning which destroys timbre.",D,S,Planar,Available for demo at The Hangout,186,183,3,900
C,,QKZ x HBB,20,Bassy,,B,C-,DD,Third party unit,190,57,133,20
C,,7Hz Eternal,250,V-shaped,,C-,B,DD,Available for demo at The Hangout,190,133,57,250
C,,Audeze iSine 10/20 (No Cipher),400,Unique,"Low distortion, high resolution and excellent clarity marred by poor tuning which destroys timbre.",D,S-,Planar,Stereo SG demo unit,190,183,7,400
C,,Stax SR-002,500,"""Balanced""","Somewhat technical as expected of its estat tech, but sounds rather uneven and honky.",C-,B,Electrostatic,Third party unit,190,133,57,500
C,,JH Audio JH16v2,1300,Warm V-shape,Shades of a downsloping response regardless of bass setting. Too coloured and too much.,C-,B,10BA,Zeppelin & Co demo unit,190,133,57,1300
C,,Lark Studio LSX,1700,Warm V-shape,Pretty weird tonality with no real direction. No specialties but at least isn't completely horrible.,C-,B,10BA,Music Sanctuary demo unit,190,133,57,1700
C,,JH Audio Roxanne 2,2300,Warm V-shape,The usual JH house sound of a downsloping response with a painful treble spike.,C-,B,12BA,AV One demo unit,190,133,57,2300
C,,Ambient Acoustics MAD16,2500,Warm V-shape,,C-,B,16BA,Review loaner,190,133,57,2500
C,,Empire Ears Zeus-XIV,2730,Bright neutral,Top tier detail and resolution with poor tone and timbre reproduction.,D,S-,14BA,Music Sanctuary demo unit,190,183,7,2730
C,,Lear LCM-BD4.2,1030,Bright V-shape,"Harsh, overly-textured and extremely fatiguing. Excellent technical ability completely shut down by tuning and timbre mismatch.",D+,B+,4BA 2DD,Treoo demo unit,200,157,43,1030
C,,Kumitate KL-Sanka B,1250,Bright U-shape,"Very, very spicy tuning that's not for everyone. Big bass response and sharp, piercing highs.",D+,B+,3BA,Showfloor demo unit,200,157,43,1250
C,,Kumitate KL-Sanka K,1250,Bright U-shape,"Very, very spicy tuning that's not for everyone. Big bass response and sharp, piercing highs.",D+,B+,3BA,Showfloor demo unit,200,157,43,1250
C,,JH Roxanne,1745,Warm,"Rich and smooth, perfect for male vocals",D+,B+,12BA,A2A Melbourne demo unit,200,157,43,1745
C,,Moondrop Quarks,15,Warm V-shape,,C+,C,DD,Available for demo at The Hangout,202,91,111,15
C,,"Venture Electronics Bonus In-Ears ""BIE""",20,V-shaped,Generic V-shaped DD with alright midrange tonality and technicalities.,C+,C,DD,Third party unit,202,91,111,20
C,,Tanchjim Ola,40,Neutral,,C+,C,DD,Available for demo at The Hangout,202,91,111,40
C,,BLON BL05,43,Bright V-shape,A more technical but far less pleasing BL03.,C,C+,DD,Available for demo at The Hangout,202,111,91,43
C,,Tin Audio T2 Pro,50,Bright neutral,A T2 tuned with less sub-bass and more treble. High clarity but may not be for everyone.,C,C+,2DD,Available for demo at The Hangout,202,111,91,50
C,,Moondrop Nekocake,50,Neutral,,C+,C,DD,Available for demo at The Hangout,202,91,111,50
C,,TFZ 2S,50,V-shaped,Generic V-shape tuning with middling technicalities.,C+,C,DD,LMUE demo unit,202,91,111,50
C,,TFZ Exclusive 1,50,V-shaped,Generic V-shape tuning with middling technicalities.,C+,C,DD,LMUE demo unit,202,91,111,50
C,,TFZ Mylove,60,V-shaped,Generic V-shape tuning with middling technicalities.,C+,C,DD,LMUE demo unit,202,91,111,60
C,,QoA Vesper,70,V-shaped,Pretty much a dead ringer for the Pink Lady.,C,C+,1BA 1DD,E1 demo unit,202,111,91,70
C,,Shozy Form 1.1,75,Warm neutral,"Relaxing, non-fatiguing listen with minor cutbacks in detailing.",C+,C,1BA 1DD,Available for demo at The Hangout,202,91,111,75
C,,Whizzer HE01,80,V-shaped,"A pretty well-done V-shaped tonality, though limited by its resolving ability.",C+,C,DD,Available for demo at The Hangout,202,91,111,80
C,,FiiO FH1,90,V-shaped,Surprisingly better tuned than its successor. Sparkly but non-sibilant treble with good bass response.,C+,C,1BA 1DD,E1 demo unit,202,91,111,90
C,,Monoprice Monolith M-TWE,100,V-shaped,"Feels like an attempt on a Harman-ish response, but ends up in an odd V-shape instead.",C+,C,DD,Third party unit,202,91,111,100
C,,TFZ 4S,100,V-shaped,Generic V-shape tuning with middling technicalities.,C+,C,DD,LMUE demo unit,202,91,111,100
C,,TFZ Exclusive 5,100,V-shaped,Generic V-shape tuning with middling technicalities.,C+,C,DD,LMUE demo unit,202,91,111,100
C,,Nuarl NT100,100,V-shaped,Generic V-shaped tuning that doesn't stand out technically from other similar IEMs.,C+,C,DD,Oardio demo unit,202,91,111,100
C,,Shuoer D13,120,V-shaped,,C,C+,DD,Available for demo at The Hangout,202,111,91,120
C,,Nuarl NT110,120,V-shaped,Similar to the NT100.,C+,C,DD,Stereo SG demo unit,202,91,111,120
C,,VSonic VS7,120,Warm,"A less fatiguing, less technical version of its predecessor.",C+,C,DD,Available for demo at The Hangout,202,91,111,120
C,,BGVP DMG,140,Bassy,Decent tonal balance though bass response is not up to par.,C+,C,4BA 1DD,Available for demo at The Hangout,202,91,111,140
C,,QoA Pink Lady,150,V-shaped,Sounds like a slightly warmer and less balanced version of the Adonis.,C,C+,2BA 1DD,E1 demo unit,202,111,91,150
C,,Focal Sphear,150,Mild V-shape,"Good timbre, good bass and well-balanced tuning.",C+,C,DD,Zeppelin & Co demo unit,202,91,111,150
C,,Sony WF-XB700,150,U-shaped,"Very intense U-shaped signature leaning towards the bass. A little too imbalanced, but not the worst.",C+,C,DD,ConnectIT demo unit,202,91,111,150
C,,Simgot EN700 Pro,150,V-shaped,Generic V-shape tuning with middling technicalities.,C+,C,DD,Jaben SG demo unit,202,91,111,150
C,,Soranik BMT,180,V-shaped,Good sub-bass presence but a bit too intense and forward in the upper mids.,C,C+,EST DD,Showfloor demo unit,202,111,91,180
C,,Klipsch T5 True Wireless,200,Neutral with bass boost,A little nasally with muted upper mids with the usual limitations of a TWS.,C,C+,DD,Third party unit,202,111,91,200
C,,Shozy Form 1.4,200,Warm neutral,Very similar to the Form 1.1 in both tone and technicalities.,C+,C,4BA 1DD,Available for demo at The Hangout,202,91,111,200
C,,Audio Technica ATH-SPORT7TW,200,U-shaped,"Clean bass and decent midrange tonality, though comes with strident treble.",C+,C,DD,Zeppelin & Co demo unit,202,91,111,200
C,,VSonic Ares,200,V-shaped,"The true ""GR07 Bass Edition"", but not necessarily in a positive direction.",C+,C,DD,LMUE demo unit,202,91,111,200
C,,BQEYZ Autumn,200,Variable,,C+,C,DD,Available for demo at The Hangout,202,91,111,200
C,,Symphonium Audio Aurora,220,Warm neutral,"Solid tuning, though average in technicalities.",C+,C,2BA,Music Sanctuary demo unit,202,91,111,220
C,,iBasso IT03w,260,Bright V-shape,Its sibilant and sharp treble is a tough trait to endure.,C+,C,2BA 1DD,Zeppelin & Co demo unit,202,91,111,260
C,,Shanling ME500,270,V-shaped,Generic V-shape tuning with middling technicalities.,C,C+,2BA 1DD,E1 demo unit,202,111,91,270
C,,Meccaudio ME20,300,Neutral,"Uneven in the upper mids and treble, but otherwise fine.",C,C+,2BA 1DD,E1 demo unit,202,111,91,300
C,,Final Audio F4100,350,"""Balanced""","Unique ""Final single BA"" sound; coloured mids and one-note treble.",C,C+,BA,Jaben SG demo unit,202,111,91,350
C,,Simgot EK3,350,Bright neutral,Technically passable if a little spicy up in the treble.,C,C+,2BA 1DD,Available for demo at The Hangout,202,111,91,350
C,,NocturnaL Gorham,350,V-shaped,"Somewhat well-tuned with no errant peaks or dips, though limited by its resolution.",C+,C,2BA,Treoo demo unit,202,91,111,350
C,,Shozy B2,450,Warm,Bass bleeds into the mids though treble somewhat balances it out.,C+,C,DD,Showfloor demo unit,202,91,111,450
C,,64 Audio A2e,500,V-shaped,"A rather interesting ""V-but-also-not"" signature. Can get a little hot in the treble.",C,C+,2BA,Music Sanctuary demo unit,202,111,91,500
C,,qdc 3SH,500,Warm,Probably the worst-tuned qdc IEM. Noticeable upper-mid scoop results in lacking bite and energy.,C,C+,3BA,Music Sanctuary demo unit,202,111,91,500
C,,NocturnaL Avalon,500,Warm V-shape,"Too warm, too bloated, treble spike doesn't do enough to balance it all out.",C,C+,3BA,Treoo demo unit,202,111,91,500
C,,Clear Tune Monitors CT-200,500,Neutral,Fairly decent neutral tuning if not for the odd roll-off on both extremities.,C+,C,2BA,Jaben SG demo unit,202,91,111,500
C,,Final Audio F7200,550,"""Balanced""","Unique ""Final single BA"" sound; coloured mids and one-note treble.",C,C+,BA,Jaben SG demo unit,202,111,91,550
C,,Custom Art FIBAE 2,550,Warm,Slight downsloping response with a generally platable tonality but uneven treble.,C,C+,2BA,Music Sanctuary demo unit,202,111,91,550
C,,Eartech Quad Driver,600,Warm,Warm and congested presentation. Noticeably coloured and not the most natural.,C,C+,4BA,Music Sanctuary demo unit,202,111,91,600
C,,Horluchs HL4300,700,Mild V-shape,Nothing much to praise or rag on. Average tonality and technicalities.,C,C+,3BA,Third party unit,202,111,91,700
C,,Final Audio Heaven 7,700,Neutral,"Unique ""Final single BA"" sound; coloured mids and one-note treble.",C,C+,BA,Jaben SG demo unit,202,111,91,700
C,,Final Audio B1,750,V-shaped,"The most V-shaped of the B-series. Fatiguing, sharp treble and slightly bloated bass.",C,C+,1BA 1DD,Showfloor demo unit,202,111,91,750
C,,FitEar F/A111,780,Warm neutral,A laid-back take on reference with Suyama's FitEar colouration mixed in,C,C+,BA,Jaben SG demo unit,202,111,91,780
C,,Campfire Jupiter,800,"""Balanced""",Great clarity and staging though with odd upper midrange.,C,C+,4BA,ConnectIT demo unit,202,111,91,800
C,,Shozy Black Hole,800,Bright,Seems to go for a neutral tuning with the bass roll-off but ends up with a fatiguing and sharp presentation.,C,C+,DD,Zeppelin & Co demo unit,202,111,91,800
C,,Kinera Odin,800,Neutral,Sounds like a rather basic tuning and a resolution not fitting of its driver count.,C+,C,8BA,Zeppelin & Co demo unit,202,91,111,800
C,,Kumitate KL-Meteo,850,V-shaped,Very bassy with a lower-mid scoop. A bit of an odd tonal profile all things considered.,C,C+,4BA,Treoo demo unit,202,111,91,850
C,,Custom Art FIBAE 4,900,Warm,"Warm, bordering on bloat. Could use some extra sharpness in its attack to round it off.",C,C+,4BA,Music Sanctuary demo unit,202,111,91,900
C,,NocturnaL Eden,950,Neutral,"A weird take on neutrality. Limp bass, uneven mids, not very resolving.",C,C+,5BA,Treoo demo unit,202,111,91,950
C,,Fatfreq 20.8,950,Warm,,C,C+,8BA,Showfloor demo unit,202,111,91,950
C,,Kumitate KL-Sanka,1200,Warm V-shape,"Kind of a ""nothing IEM"" if I'm honest. Nothing bad nor good to say about it.",C,C+,3BA,Showfloor demo unit,202,111,91,1200
C,,LH Stella,1300,Warm U-shaped,"Slightly bloated, odd colouration, not a great hybrid presentation.",C,C+,2BA 1DD,Available for demo at The Hangout,202,111,91,1300
C,,Custom Art Harmony 8.2,1300,Warm,Smooth and easy signature. No fatigue whatsoever. The definition of a lounging IEM.,C+,C,8BA,Personal unit,202,91,111,1300
C,,HUM Pristine Reference,1400,Warm,Good detail pickup and generally inoffensive. Much better than the universal.,C,C+,2BA,Third party custom,202,111,91,1400
C,,AAW Halycon,1450,Variable,A little too sluggish in the bass with fatiguing treble.,C,C+,4EST 2BA 1DD,Zeppelin & Co demo unit,202,111,91,1450
C,,BGVP ES12,1500,Variable,Slightly honky midrange tonality with the usual EST tweeter roll-off.,C,C+,4EST 8BA,Oardio demo unit,202,111,91,1500
C,,FitEar Aya,1650,Warm,Slight warm tilt in tonality with uneven mids.,C,C+,BA,Jaben SG demo unit,202,111,91,1650
C,,Rhapsodio Infinity Mk2,3600,Warm,Nothing exceptional in either tonality or technical performance.,C+,C,6BA,Review loaner,202,91,111,3600
C,,1Custom SA02,Discont.,"""Balanced""",Odd take on neutral with a coloured tonality.,C,C+,2BA,Jaben SG demo unit,202,111,91,99999
C,,Campfire Orion,Discont.,Warm V-shape,Uneven mids and lacking treble extension.,C,C+,BA,ConnectIT demo unit,202,111,91,99999
C,,Final Audio Heaven S,Discont.,Warm V-shape,"Unique ""Final single BA"" sound; coloured mids and one-note treble.",C,C+,BA,Jaben SG demo unit,202,111,91,99999
C,,Final Audio LAB 1,Discont.,Warm,"Pretty standard tuning that doesn't live up to its build, pricing or prestige.",C,C+,2BA,Third party unit,202,111,91,99999
C,,Stax SR-001 Mk1 w/ CES-A1,Discont.,Neutral,"Sounds surprisingly dull and undetailed for a ""true"" electrostatic.",C+,C,Electrostatic,Third party unit,202,91,111,99999
C,,Acoustune HS2000MX “SHO-笙-“,2000,Bright,,D,A,DD,Zeppelin & Co demo unit,204,183,21,2000
C,,Moondrop SSR,40,Bright neutral,"Probably as close as one can get to ""true DF"", though it's extremely shouty as a result.",C-,B-,DD,Available for demo at The Hangout,206,133,73,40
C,,KBEar F1,40,Warm neutral,"Fairly normal ""single BA tuning"", nothing exceptional nor terrible.",B-,C-,BA,Available for demo at The Hangout,206,73,133,40
C,,TRI x HBB Kai,80,Dark neutral,,B-,C-,DD,Third party unit,206,73,133,80
C,,INAIR M360,140,V-shaped,A weird cross between an earbud and an IEM. Interesting sound though nothing special performance-wise.,B-,C-,DD,Third party unit,206,73,133,140
C,,Muse HiFi Power,200,Bright V-shape,,C-,B-,Planar,e-Earphone demo unit,206,133,73,200
C,,Hifiman RE2000 Pro,350,V-shaped,,C-,B-,DD,e-Earphone demo unit,206,133,73,350
C,,Fearless S10 Genie,700,Neutral,"Sounds like an attempt at DF-neutral gone wrong. Tonally evokes a sense of ""uncanny valley"".",C-,B-,10BA,Music Sanctuary demo unit,206,133,73,700
C,,Fearless HyperS 12BA,900,Neutral,Similar if not identical to the S10 Genie.,C-,B-,12BA,Music Sanctuary demo unit,206,133,73,900
C,,Stealthsonics U9,1100,Neutral,An otherwise capable hybrid caught out by nasally and odd midrange.,C-,B-,8BA 1DD,Showfloor demo unit,206,133,73,1100
C,,Fender Ten 5,1200,Neutral with bass boost,Probably Fender's best IEM. Well-tuned but lacking in resolution.,B-,C-,5BA 1DD,E1 demo unit,206,73,133,1200
C,,Campfire Vega,1300,V-shaped,"Powerful bass, sharp treble and muffled midrange.",C-,B-,DD,Zeppelin & Co demo unit,206,133,73,1300
C,,JH Audio Angie,1400,Warm V-shape,Somewhat mid-centric though in various strange ways. Treble issues not as serious as its brothers.,C-,B-,8BA,Zeppelin & Co demo unit,206,133,73,1400
C,,Empire Ears Phantom,1800,Warm,"Heavy, rich and decadent. Way too coloured and ultimately a one-trick pony.",C-,B-,5BA,Zeppelin & Co demo unit,206,133,73,1800
C,,JH Audio x L-Acoustics Contour XO,1950,Variable,"Not as much of a downsloping response as your average JH IEM, but treble issues are further exacerbated.",C-,B-,10BA,ConnectIT demo unit,206,133,73,1950
C,,Hifiman RE2000,2000,Mild V-shape,Lively sound with great technicalities and substandard tonality.,C-,B-,DD,A2A Melbourne demo unit,206,133,73,2000
C,,JH Audio Layla,2725,Variable,Suppressed upper mids and odd treble tuning. Decent technicalities.,C-,B-,12BA,Jaben Melbourne demo unit,206,133,73,2725
C,,FitEar Private C435,Discont.,Dark,Quirky tuning with barely any treble extension. Not the most natural IEM.,C-,B-,5BA,Third party unit,206,133,73,99999
C,,VSonic GR01,Discont.,Neutral,Dead-flat on FR and also dead-flat in imaging and dynamics.,B-,C-,2BA,LMUE demo unit,206,73,133,99999
C,,Acoustune HS1503,400,V-shaped,"Shrill, odd timbre and way too intense for normal listening.",D+,B,DD,Zeppelin & Co demo unit,214,157,57,400
C,,QKZ AK6,10,V-shaped,,C,C,DD,Third party unit,222,111,111,10
C,,QKZ VK4,20,V-shaped,Stealth-revised. Latest version is just another KZ-type signature.,C,C,DD,Third party unit,222,111,111,20
C,,BLON BL01,23,V-shaped,Generic V-shape tuning with middling technicalities.,C,C,DD,,222,111,111,23
C,,Tiandirenhe TD1,25,V-shaped,Generic V-shaped DD with alright midrange tonality and technicalities.,C,C,DD,Third party unit,222,111,111,25
C,,TFZ Ti Galaxy,30,V-shaped,Generic V-shape tuning with middling technicalities.,C,C,DD,LMUE demo unit,222,111,111,30
C,,Soundmagic E11,40,Mild U-shape,A little suppressed in the upper mids but somewhat balanced out by a midtreble emphasis.,C,C,DD,E1 demo unit,222,111,111,40
C,,BLON BL-Max,40,V-shaped,,C,C,2DD,Available for demo at The Hangout,222,111,111,40
C,,Advanced S2000,50,V-shaped,Generic V-shape tuning with middling technicalities.,C,C,DD,Zeppelin & Co demo unit,222,111,111,50
C,,BGVP DS1 Pro,50,V-shaped,Generic V-shape tuning with middling technicalities.,C,C,2BA 1DD,Available for demo at The Hangout,222,111,111,50
C,,Satolex Tubomi DH298-A1Bk,50,V-shaped,Generic V-shape tuning with middling technicalities.,C,C,DD,Zeppelin & Co demo unit,222,111,111,50
C,,Tripowin TC-01,50,V-shaped,Generic V-shape tuning with middling technicalities.,C,C,DD,Available for demo at The Hangout,222,111,111,50
C,,TRN V90,50,V-shaped,Generic V-shape tuning with middling technicalities.,C,C,4BA 1DD,Third party unit,222,111,111,50
C,,Zero Audio Carbo Basso ZH-DX210-CB,50,V-shaped,Generic V-shape tuning with middling technicalities.,C,C,DD,Zeppelin & Co demo unit,222,111,111,50
C,,Edifier TWS1,50,V-shaped,"Decent bass response, subpar treble, overall passable.",C,C,DD,Third party unit,222,111,111,50
C,,MEE M6 Pro,60,V-shaped,Generic V-shape tuning with middling technicalities.,C,C,DD,E1 demo unit,222,111,111,60
C,,TFZ Exclusive 3,60,V-shaped,Generic V-shape tuning with middling technicalities.,C,C,DD,LMUE demo unit,222,111,111,60
C,,ikko OH2,60,"""Balanced""",,C,C,DD,Available for demo at The Hangout,222,111,111,60
C,,Meze 12 Classics,70,V-shaped,Generic V-shape tuning with middling technicalities.,C,C,DD,AV One demo unit,222,111,111,70
C,,FiiO FD1,70,V-shaped,Generic V-shape tuning with middling technicalities.,C,C,DD,AV One demo unit,222,111,111,70
C,,KBEar TRI I4,70,V-shaped,Generic V-shape tuning with middling technicalities.,C,C,1BA 1DD,Available for demo at The Hangout,222,111,111,70
C,,Whizzer A15,70,Warm U-shape,"Slightly bloated, slightly sharp, not a great combination.",C,C,DD,Zeppelin & Co demo unit,222,111,111,70
C,,CatEar Mia,80,Bassy,Generic V-shape tuning with middling technicalities.,C,C,DD,Available for demo at The Hangout,222,111,111,80
C,,FiiO FH1S,80,V-shaped,Generic V-shape tuning with middling technicalities.,C,C,1BA 1DD,E1 demo unit,222,111,111,80
C,,TFZ 5S,80,V-shaped,"Warm and somewhat slow in transients. Good timbre, average tuning.",C,C,DD,LMUE demo unit,222,111,111,80
C,,BLON BL-A8 Prometheus,85,Warm V-shape,,C,C,DD,Available for demo at The Hangout,222,111,111,85
C,,iBasso IT00,90,V-shaped,Basically a IT01.,C,C,DD,Zeppelin & Co demo unit,222,111,111,90
C,,Simgot EN700,100,Bright V-shape,Good clarity and energetic signature.,C,C,DD,Zeppelin & Co demo unit,222,111,111,100
C,,RHA MA750,100,Mild V-shape,Somewhat shouty with a conservative bass boost.,C,C,DD,Stereo SG demo unit,222,111,111,100
C,,Massdrop x NuForce EDC3,100,Neutral,"Well tuned, though not the most technical nor the most natural sounding.",C,C,3BA,Available for demo at The Hangout,222,111,111,100
C,,RHA TrueConnect,100,U-shaped,Goes too far with the bass boost and treble can get a little too hot sometimes.,C,C,DD,ConnectIT demo unit,222,111,111,100
C,,Satolex Tumuri DH303-A1,100,V-shaped,Generic V-shape tuning with middling technicalities.,C,C,DD,Zeppelin & Co demo unit,222,111,111,100
C,,TFZ King,100,V-shaped,Better tuned than the 5S with a little extra treble which improves clarity and overall staging.,C,C,DD,LMUE demo unit,222,111,111,100
C,,Zero Audio Duoza ZH-DWX10,100,Warm V-shape,A bit too far with the lower-mid emphasis. Some sibilance is noted.,C,C,2DD,Zeppelin & Co demo unit,222,111,111,100
C,,iBasso IT01,110,V-shaped,"Nothing really stands out as ""excellent"" to me, but it does a lot of things well and little wrong.",C,C,DD,Zeppelin & Co demo unit,222,111,111,110
C,,Shuoer H27,110,V-shaped,Generic V-shape tuning with middling technicalities.,C,C,2BA 1DD,Available for demo at The Hangout,222,111,111,110
C,,Tipsy Dunmer,120,Bassy,Bass bleeds into the mids. The bassier of the Dunmer twins.,C,C,DD,Available for demo at The Hangout,222,111,111,120
C,,iBasso IT01X,120,V-shaped,,C,C,DD,Zeppelin & Co demo unit,222,111,111,120
C,,Satolex Tubomi DH302-A1Bs,130,V-shaped,Generic V-shape tuning with middling technicalities.,C,C,DD,Zeppelin & Co demo unit,222,111,111,130
C,,Tin HiFi T5,130,V-shaped,Generic V-shape tuning with middling technicalities.,C,C,DD,Available for demo at The Hangout,222,111,111,130
C,,Kinera IDUN,140,Warm neutral,"WARNING: wide unit variation noted. Varies between ""weird V-shape"" and ""trying to be neutral"".",C,C,2BA 1DD,E1 demo unit,222,111,111,140
C,,LG Tone Free,150,U-shaped,Sub-bass boosted with a slight downsloping bias. Not the worst in terms of TWS.,C,C,DD,Zeppelin & Co demo unit,222,111,111,150
C,,TFZ Tequila 1,150,V-shaped,Generic V-shape tuning with middling technicalities.,C,C,2DD,LMUE demo unit,222,111,111,150
C,,BGVP DMS,150,Warm,Somewhat downsloping response but lacking that last bit of treble air.,C,C,6BA 1DD,Available for demo at The Hangout,222,111,111,150
C,,Fatfreq Musician,150,Warm neutral,,C,C,BA,Showfloor demo unit,222,111,111,150
C,,Nuarl NT01,150,Warm V-shape,Generic V-shaped tuning with not much clarity or detailing capability.,C,C,DD,Oardio demo unit,222,111,111,150
C,,Symphonium Mirage,170,Warm,Attempted neutral tuning that dies after the mids.,C,C,BA,Music Sanctuary demo unit,222,111,111,170
C,,AVIOT TE-D01b/TE-D01d,177,V-shaped,Standard V-shaped siganture with passable transients.,C,C,DD,Zeppelin & Co demo unit,222,111,111,177
C,,Fearless Start,180,V-shaped,"Typical chifi V-shaped sound, nothing much to report on.",C,C,DD,Music Sanctuary demo unit,222,111,111,180
C,,Dynamic Motion DM200H,180,V-shaped,Generic V-shaped hybrid without any special traits.,C,C,1BA 1DD,Third party unit,222,111,111,180
C,,TFZ Secret Garden,200,V-shaped,"Decent bass response and peaky treble, not much to say.",C,C,2DD,LMUE demo unit,222,111,111,200
C,,Tipsy Dunmer Pro,200,Bright V-shape,Rather forward treble and gets intense real fast.,C,C,2BA 1DD,Available for demo at The Hangout,222,111,111,200
C,,Audio Technica ATH-ANC300TW,200,V-shaped,"Weirdly bloated, weirdly sibilant, not the best presentation.",C,C,DD,Zeppelin & Co demo unit,222,111,111,200
C,,Peacock Audio P1,200,V-shaped,Generic V-shape tuning with middling technicalities.,C,C,DD,Available for demo at The Hangout,222,111,111,200
C,,RHA T20i,200,V-shaped,Generic V-shape tuning with middling technicalities.,C,C,DD,Stereo SG demo unit,222,111,111,200
C,,Satolex Tubomi DH310-A1SS,200,V-shaped,Generic V-shape tuning with middling technicalities.,C,C,DD,Zeppelin & Co demo unit,222,111,111,200
C,,TFZ Balance 2M,200,V-shaped,Generic V-shape tuning with middling technicalities.,C,C,DD,LMUE demo unit,222,111,111,200
C,,Campfire Satsuma,200,Warm,Basically a rehashed Comet in a negative profile fit.,C,C,BA,ConnectIT demo unit,222,111,111,200
C,,Campfire Comet,200,Warm,"Rolled-off at the top end, warm and bassy single-BA sound reminiscent of Final's offerings.",C,C,BA,Zeppelin & Co demo unit,222,111,111,200
C,,NF Audio NF2u,200,Warm neutral,"Fairly balanced tonality, lacking treble extension and resolution.",C,C,2BA,Available for demo at The Hangout,222,111,111,200
C,,MEE Pinnacle P1,200,Warm V-shape,"Upper midrange emphasis with soft, warm bass. Nice for mainstream listening.",C,C,DD,Zeppelin & Co demo unit,222,111,111,200
C,,Unknown Custom UCD-2,220,Warm V-shape,A common 2-driver signature with passable resolution.,C,C,2BA,E1 demo unit,222,111,111,220
C,,Technics EAH-AZ70W,250,U-shaped,"Sounds a bit all over the place. Weird lower-mid hole, sharp treble, no clear direction of what's going on.",C,C,DD,Zeppelin & Co demo unit,222,111,111,250
C,,Stealthsonics U2,250,V-shaped,"Sharp, emphasised treble and boosted bass, sounds more mainstream than audiophile.",C,C,1BA 1DD,Showfloor demo unit,222,111,111,250
C,,Creative Aurvana Trio,250,Warm,"Surprising lack of BA timbre, but still rather average in technicalities.",C,C,3BA,ConnectIT demo unit,222,111,111,250
C,,AAW A3H (2019),290,V-shaped,Emphasised midbass and upper mids. Generic hybrid.,C,C,2BA 1DD,Music Sanctuary demo unit,222,111,111,290
C,,TRN BAX,300,V-shaped,,C,C,1EST 1BA 1DD,Available for demo at The Hangout,222,111,111,300
C,,Audiosense T800,300,V-shaped,Generic tuning that's nothing special in terms of tonal accuracy nor technicalities.,C,C,8BA,Treoo demo unit,222,111,111,300
C,,Sony XBA-300,300,V-shaped,Generic V-shape tuning with middling technicalities.,C,C,3BA,Third party unit,222,111,111,300
C,,Oriveti New Primacy,300,Warm neutral,"Rather balanced, almost neutral hybrid. All rounder.",C,C,2BA 1DD,Jaben Melbourne demo unit,222,111,111,300
C,,Kinera Hodur,300,V-shaped,,C,C,1EST 1BA 1DD,e-Earphone demo unit,222,111,111,300
C,,Rose BR5 Mk2,305,Neutral,"Not a bad IEM, though plagued by BA timbre. Not the most technical but it does the job when called for it.",C,C,5BA,Third party unit,222,111,111,305
C,,Alclair Versa,350,Warm V-shape,No further comments; fairly standard warm-ish signature with middling technicalities.,C,C,2BA,Ear.Inc demo unit,222,111,111,350
C,,JVC HA-FW01,380,Dark,Very heavy and very dark sounding IEM whose signature marrs technical ability slightly.,C,C,DD,Zeppelin & Co demo unit,222,111,111,380
C,,Fearless Tequila,400,Neutral,"Low dynamics, no treble extension, boring tuning.",C,C,6BA 1DD,Available for demo at The Hangout,222,111,111,400
C,,QoA Mojito,400,Neutral,"Average tuning, average technicalities.",C,C,6BA,Available for demo at The Hangout,222,111,111,400
C,,Audio Technica ATH-E70,400,Neutral with bass boost,Clean and clear sound with a slight warm tilt without losing treble sparkle.,C,C,3BA,Jaben Melbourne demo unit,222,111,111,400
C,,Elysian Eros,400,Warm,"Typical ""dual driver"" sound. Not very impressive.",C,C,2BA,Showfloor demo unit,222,111,111,400
C,,Eartech Triple Driver,450,Warm,Standard lower-mid focused signature with almost the bare minimum of treble required to balance it all out.,C,C,3BA,Music Sanctuary demo unit,222,111,111,450
C,,Azla 01R Mk2,500,V-shaped,Generic V-shape tuning with middling technicalities.,C,C,DD,Third party unit,222,111,111,500
C,,Noble Savanna,500,Bright neutral,Fairly balanced tuning if not for a rather distracting treble spike.,C,C,4BA,Stereo SG demo unit,222,111,111,500
C,,Jomo x Pantheon Percussion P3,500,V-shaped,Generic V-shape tuning with middling technicalities.,C,C,2BA 1DD,Available for demo at The Hangout,222,111,111,500
C,,JH Michelle,500,Warm,"Still sounds typically ""JH"" with a slightly V tuning, with slower transients and a non-fatiguing signature.",C,C,3BA,Zeppelin & Co demo unit,222,111,111,500
